home,H10002269,Home10002269,368,5,TRUE,174432,
apartment,A10002269,Apartment10002269,164,5,11,1,131528
terrain,T10002269,Terrain10002269,162,FALSE,26406,,
apartment,A10002270,Apartment10002270,166,3,3,4,28718
terrain,T10002270,Terrain10002270,141,TRUE,91509,,
apartment,A10002271,Apartment10002271,205,3,12,2,168715
terrain,T10002271,Terrain10002271,115,FALSE,44735,,
home,H10002272,Home10002272,294,3,FALSE,222558,
terrain,T10002272,Terrain10002272,232,TRUE,165416,,
home,H10002273,Home10002273,179,5,FALSE,117961,
apartment,A10002273,Apartment10002273,237,4,13,4,169929
terrain,T10002273,Terrain10002273,193,FALSE,129696,,
apartment,A10002274,Apartment10002274,128,3,10,4,59136
home,H10002275,Home10002275,373,4,FALSE,397991,
apartment,A10002275,Apartment10002275,157,1,9,2,28574
home,H10002276,Home10002276,317,4,TRUE,260257,
apartment,A10002276,Apartment10002276,178,1,6,2,100392
terrain,T10002276,Terrain10002276,164,FALSE,176792,,
home,H10002277,Home10002277,234,1,TRUE,29484,
apartment,A10002277,Apartment10002277,116,1,15,4,82012
terrain,T10002277,Terrain10002277,112,TRUE,120848,,
home,H10002278,Home10002278,373,4,FALSE,348009,
apartment,A10002278,Apartment10002278,202,5,10,3,207656
home,H10002279,Home10002279,396,3,TRUE,293832,
home,H10002280,Home10002280,267,4,FALSE,127359,
terrain,T10002280,Terrain10002280,168,FALSE,120120,,
home,H10002281,Home10002281,143,4,FALSE,27599,
apartment,A10002281,Apartment10002281,181,6,11,3,129958
home,H10002282,Home10002282,310,3,TRUE,168020,
terrain,T10002282,Terrain10002282,206,FALSE,199614,,
home,H10002283,Home10002283,284,1,FALSE,258724,
apartment,A10002283,Apartment10002283,223,6,9,2,54635
home,H10002284,Home10002284,311,4,TRUE,243824,
terrain,T10002284,Terrain10002284,193,TRUE,49794,,
home,H10002285,Home10002285,216,2,FALSE,186840,
apartment,A10002285,Apartment10002285,119,2,11,1,28679
home,H10002286,Home10002286,282,4,FALSE,301176,
apartment,A10002286,Apartment10002286,215,2,15,2,148995
terrain,T10002286,Terrain10002286,227,TRUE,163667,,
home,H10002287,Home10002287,214,1,TRUE,140598,
apartment,A10002287,Apartment10002287,128,4,18,2,116224
terrain,T10002287,Terrain10002287,223,TRUE,74482,,
home,H10002288,Home10002288,243,5,TRUE,265113,
apartment,A10002288,Apartment10002288,119,6,18,3,104363
terrain,T10002288,Terrain10002288,129,TRUE,47859,,
apartment,A10002289,Apartment10002289,172,4,4,0,128484
terrain,T10002289,Terrain10002289,101,TRUE,16867,,
home,H10002290,Home10002290,355,4,TRUE,295715,
apartment,A10002290,Apartment10002290,223,5,19,4,81841
terrain,T10002290,Terrain10002290,209,TRUE,79838,,
home,H10002291,Home10002291,334,2,TRUE,284902,
apartment,A10002291,Apartment10002291,213,1,15,4,41322
home,H10002292,Home10002292,225,4,TRUE,162450,
apartment,A10002292,Apartment10002292,227,5,3,4,26559
terrain,T10002292,Terrain10002292,157,TRUE,134078,,
home,H10002293,Home10002293,392,2,TRUE,120736,
apartment,A10002293,Apartment10002293,174,1,15,2,141288
apartment,A10002294,Apartment10002294,201,2,19,0,30753
terrain,T10002294,Terrain10002294,129,FALSE,70692,,
home,H10002295,Home10002295,180,5,TRUE,127260,
apartment,A10002295,Apartment10002295,143,1,10,4,89232
terrain,T10002295,Terrain10002295,135,FALSE,117990,,
home,H10002296,Home10002296,214,5,TRUE,29960,
apartment,A10002296,Apartment10002296,203,3,20,0,44660
terrain,T10002296,Terrain10002296,224,TRUE,81536,,
home,H10002297,Home10002297,131,3,FALSE,82530,
apartment,A10002297,Apartment10002297,130,6,15,3,54210
terrain,T10002297,Terrain10002297,225,TRUE,219825,,
home,H10002298,Home10002298,150,1,FALSE,139500,
apartment,A10002298,Apartment10002298,218,6,18,4,228246
terrain,T10002298,Terrain10002298,218,TRUE,214730,,
home,H10002299,Home10002299,363,2,TRUE,103092,
apartment,A10002299,Apartment10002299,115,4,12,2,46000
terrain,T10002299,Terrain10002299,132,TRUE,35376,,
home,H10002300,Home10002300,182,3,TRUE,58968,
apartment,A10002300,Apartment10002300,132,3,11,4,125796
home,H10002301,Home10002301,201,6,FALSE,187131,
terrain,T10002301,Terrain10002301,194,TRUE,107670,,
apartment,A10002302,Apartment10002302,188,1,17,1,100956
terrain,T10002302,Terrain10002302,108,FALSE,107028,,
home,H10002303,Home10002303,310,4,FALSE,327360,
home,H10002304,Home10002304,201,2,TRUE,135474,
apartment,A10002304,Apartment10002304,234,3,9,4,150228
terrain,T10002304,Terrain10002304,139,TRUE,78535,,
home,H10002305,Home10002305,383,5,TRUE,310230,
apartment,A10002305,Apartment10002305,119,1,6,2,49266
terrain,T10002305,Terrain10002305,232,TRUE,44544,,
apartment,A10002306,Apartment10002306,180,4,6,3,19260
home,H10002307,Home10002307,374,1,TRUE,344080,
apartment,A10002307,Apartment10002307,121,3,16,3,20933
home,H10002308,Home10002308,335,3,FALSE,85760,
apartment,A10002308,Apartment10002308,212,6,8,4,75896
terrain,T10002308,Terrain10002308,204,TRUE,22644,,
home,H10002309,Home10002309,329,5,FALSE,258594,
apartment,A10002309,Apartment10002309,181,1,3,1,164891
home,H10002310,Home10002310,371,3,TRUE,376936,
apartment,A10002310,Apartment10002310,100,5,11,2,106700
terrain,T10002310,Terrain10002310,148,TRUE,64528,,
apartment,A10002311,Apartment10002311,111,5,14,0,80697
terrain,T10002311,Terrain10002311,175,TRUE,87500,,
home,H10002312,Home10002312,113,1,FALSE,82264,
apartment,A10002312,Apartment10002312,195,4,12,2,129285
terrain,T10002312,Terrain10002312,175,FALSE,67025,,
home,H10002313,Home10002313,351,4,FALSE,126711,
apartment,A10002313,Apartment10002313,185,3,16,1,96940
home,H10002314,Home10002314,150,1,FALSE,160350,
apartment,A10002314,Apartment10002314,160,4,6,4,153920
terrain,T10002314,Terrain10002314,102,TRUE,63648,,
home,H10002315,Home10002315,173,5,TRUE,24912,
terrain,T10002315,Terrain10002315,246,TRUE,147846,,
home,H10002316,Home10002316,135,4,FALSE,94365,
terrain,T10002316,Terrain10002316,226,FALSE,157296,,
home,H10002317,Home10002317,179,4,FALSE,116708,
terrain,T10002317,Terrain10002317,248,TRUE,219232,,
apartment,A10002318,Apartment10002318,200,5,10,3,205800
terrain,T10002318,Terrain10002318,230,TRUE,93610,,
home,H10002319,Home10002319,311,4,TRUE,290163,
apartment,A10002319,Apartment10002319,118,6,3,4,125434
home,H10002320,Home10002320,231,5,TRUE,176715,
apartment,A10002320,Apartment10002320,209,4,18,1,155078
terrain,T10002320,Terrain10002320,141,FALSE,99123,,
apartment,A10002321,Apartment10002321,199,4,12,4,60098
apartment,A10002322,Apartment10002322,213,3,8,4,87543
terrain,T10002322,Terrain10002322,237,TRUE,60909,,
home,H10002323,Home10002323,398,6,TRUE,308052,
apartment,A10002323,Apartment10002323,162,5,13,4,109674
home,H10002324,Home10002324,202,1,FALSE,163620,
apartment,A10002324,Apartment10002324,246,5,8,2,133332
apartment,A10002325,Apartment10002325,108,1,11,0,109080
terrain,T10002325,Terrain10002325,248,FALSE,28272,,
home,H10002326,Home10002326,282,5,TRUE,219960,
apartment,A10002326,Apartment10002326,207,6,7,3,205965
terrain,T10002326,Terrain10002326,207,TRUE,98118,,
home,H10002327,Home10002327,192,4,FALSE,68736,
apartment,A10002327,Apartment10002327,144,4,12,0,90576
home,H10002328,Home10002328,286,1,TRUE,161876,
apartment,A10002328,Apartment10002328,125,3,12,3,70000
terrain,T10002328,Terrain10002328,218,FALSE,129928,,
home,H10002329,Home10002329,132,6,FALSE,139788,
terrain,T10002329,Terrain10002329,232,TRUE,68904,,
home,H10002330,Home10002330,124,4,FALSE,124992,
apartment,A10002330,Apartment10002330,143,6,8,0,129987
terrain,T10002330,Terrain10002330,137,TRUE,94667,,
apartment,A10002331,Apartment10002331,206,5,3,0,196524
terrain,T10002331,Terrain10002331,126,FALSE,136332,,
home,H10002332,Home10002332,298,1,TRUE,220520,
apartment,A10002332,Apartment10002332,193,3,17,1,55198
terrain,T10002332,Terrain10002332,179,TRUE,73927,,
home,H10002333,Home10002333,128,4,FALSE,72192,
apartment,A10002333,Apartment10002333,101,3,15,4,59186
terrain,T10002333,Terrain10002333,237,TRUE,83898,,
home,H10002334,Home10002334,217,1,FALSE,77035,
apartment,A10002334,Apartment10002334,192,1,14,2,154752
terrain,T10002334,Terrain10002334,151,TRUE,64628,,
home,H10002335,Home10002335,110,1,FALSE,104170,
terrain,T10002335,Terrain10002335,165,FALSE,66990,,
home,H10002336,Home10002336,276,5,TRUE,92460,
apartment,A10002336,Apartment10002336,127,2,16,3,68834
terrain,T10002336,Terrain10002336,231,TRUE,49665,,
home,H10002337,Home10002337,117,2,FALSE,128115,
terrain,T10002337,Terrain10002337,144,TRUE,78192,,
home,H10002338,Home10002338,196,6,FALSE,56644,
apartment,A10002338,Apartment10002338,152,2,1,3,28880
terrain,T10002338,Terrain10002338,219,TRUE,210021,,
apartment,A10002339,Apartment10002339,247,3,19,2,166231
terrain,T10002339,Terrain10002339,150,FALSE,77100,,
home,H10002340,Home10002340,181,5,FALSE,192584,
apartment,A10002340,Apartment10002340,240,5,7,2,184080
terrain,T10002340,Terrain10002340,126,TRUE,71820,,
home,H10002341,Home10002341,225,5,FALSE,117450,
apartment,A10002341,Apartment10002341,218,3,20,0,84584
terrain,T10002341,Terrain10002341,100,TRUE,11800,,
home,H10002342,Home10002342,113,4,TRUE,116164,
apartment,A10002342,Apartment10002342,217,4,6,2,226982
apartment,A10002343,Apartment10002343,104,5,10,3,56368
terrain,T10002343,Terrain10002343,126,TRUE,42462,,
home,H10002344,Home10002344,217,6,TRUE,215481,
apartment,A10002344,Apartment10002344,101,3,16,4,41208
terrain,T10002344,Terrain10002344,182,FALSE,108654,,
home,H10002345,Home10002345,220,1,FALSE,46200,
apartment,A10002345,Apartment10002345,168,4,10,2,85848
terrain,T10002345,Terrain10002345,117,TRUE,112320,,
home,H10002346,Home10002346,160,3,FALSE,42240,
apartment,A10002346,Apartment10002346,126,6,17,4,12978
terrain,T10002346,Terrain10002346,121,FALSE,103818,,
home,H10002347,Home10002347,118,3,TRUE,120124,
terrain,T10002347,Terrain10002347,168,FALSE,138096,,
home,H10002348,Home10002348,289,5,TRUE,220218,
apartment,A10002348,Apartment10002348,199,3,16,0,211139
terrain,T10002348,Terrain10002348,188,FALSE,112988,,
home,H10002349,Home10002349,275,2,FALSE,161700,
apartment,A10002349,Apartment10002349,147,1,10,2,86142
terrain,T10002349,Terrain10002349,146,FALSE,84534,,
home,H10002350,Home10002350,167,5,TRUE,175517,
apartment,A10002350,Apartment10002350,105,4,18,3,107415
apartment,A10002351,Apartment10002351,148,4,4,2,34040
terrain,T10002351,Terrain10002351,246,FALSE,147354,,
home,H10002352,Home10002352,346,5,TRUE,321088,
apartment,A10002352,Apartment10002352,198,4,7,4,163944
home,H10002353,Home10002353,288,2,FALSE,93312,
apartment,A10002353,Apartment10002353,138,4,5,4,125166
terrain,T10002353,Terrain10002353,199,TRUE,186662,,
home,H10002354,Home10002354,157,4,TRUE,64527,
terrain,T10002354,Terrain10002354,192,FALSE,77568,,
home,H10002355,Home10002355,360,5,TRUE,93960,
apartment,A10002355,Apartment10002355,127,6,6,3,59055
terrain,T10002355,Terrain10002355,220,FALSE,212740,,
home,H10002356,Home10002356,187,5,TRUE,18887,
apartment,A10002356,Apartment10002356,244,1,15,3,168116
terrain,T10002356,Terrain10002356,168,FALSE,39144,,
home,H10002357,Home10002357,313,3,TRUE,163699,
apartment,A10002357,Apartment10002357,196,3,18,0,126812
terrain,T10002357,Terrain10002357,139,FALSE,64635,,
home,H10002358,Home10002358,103,3,TRUE,72203,
apartment,A10002358,Apartment10002358,132,3,12,1,64284
home,H10002359,Home10002359,232,3,TRUE,25056,
apartment,A10002359,Apartment10002359,224,1,15,1,129472
terrain,T10002359,Terrain10002359,236,FALSE,190216,,
home,H10002360,Home10002360,308,4,TRUE,209132,
apartment,A10002360,Apartment10002360,103,4,14,1,49337
terrain,T10002360,Terrain10002360,143,FALSE,117260,,
home,H10002361,Home10002361,359,5,FALSE,131035,
apartment,A10002361,Apartment10002361,168,2,15,0,128856
apartment,A10002362,Apartment10002362,244,5,4,3,139080
terrain,T10002362,Terrain10002362,122,FALSE,67100,,
apartment,A10002363,Apartment10002363,212,1,1,1,38372
terrain,T10002363,Terrain10002363,120,FALSE,104520,,
apartment,A10002364,Apartment10002364,185,1,16,2,59385
terrain,T10002364,Terrain10002364,183,FALSE,117303,,
apartment,A10002365,Apartment10002365,187,5,11,1,27302
terrain,T10002365,Terrain10002365,208,TRUE,41808,,
home,H10002366,Home10002366,331,3,FALSE,179733,
apartment,A10002366,Apartment10002366,188,5,12,4,110356
home,H10002367,Home10002367,336,6,TRUE,201264,
terrain,T10002367,Terrain10002367,115,TRUE,109940,,
terrain,T10002368,Terrain10002368,218,FALSE,224758,,
home,H10002369,Home10002369,159,6,FALSE,130062,
apartment,A10002369,Apartment10002369,208,1,10,2,211536
terrain,T10002369,Terrain10002369,170,TRUE,160650,,
home,H10002370,Home10002370,150,4,TRUE,139500,
terrain,T10002370,Terrain10002370,202,TRUE,137764,,
home,H10002371,Home10002371,232,4,FALSE,130616,
terrain,T10002371,Terrain10002371,111,TRUE,77922,,
home,H10002372,Home10002372,317,4,TRUE,55792,
apartment,A10002372,Apartment10002372,208,1,13,1,119184
terrain,T10002372,Terrain10002372,223,TRUE,240394,,
home,H10002373,Home10002373,220,4,FALSE,186120,
apartment,A10002373,Apartment10002373,211,6,19,2,148966
terrain,T10002373,Terrain10002373,104,TRUE,104208,,
home,H10002374,Home10002374,250,6,TRUE,168750,
apartment,A10002374,Apartment10002374,240,1,17,0,195360
terrain,T10002374,Terrain10002374,171,TRUE,88578,,
home,H10002375,Home10002375,295,5,TRUE,29500,
apartment,A10002375,Apartment10002375,134,6,14,1,30418
terrain,T10002375,Terrain10002375,111,TRUE,31524,,
home,H10002376,Home10002376,350,2,TRUE,170450,
home,H10002377,Home10002377,136,6,TRUE,138992,
apartment,A10002377,Apartment10002377,103,5,19,4,42745
terrain,T10002377,Terrain10002377,132,TRUE,33264,,
apartment,A10002378,Apartment10002378,233,1,10,3,251873
terrain,T10002378,Terrain10002378,214,FALSE,133322,,
home,H10002379,Home10002379,142,5,FALSE,86336,
terrain,T10002379,Terrain10002379,166,TRUE,155874,,
home,H10002380,Home10002380,203,2,FALSE,172144,
apartment,A10002380,Apartment10002380,228,3,2,2,186276
terrain,T10002380,Terrain10002380,223,TRUE,67123,,
home,H10002381,Home10002381,275,1,FALSE,291775,
apartment,A10002381,Apartment10002381,118,1,14,4,17936
terrain,T10002381,Terrain10002381,171,TRUE,153558,,
apartment,A10002382,Apartment10002382,165,5,9,3,152790
terrain,T10002382,Terrain10002382,133,TRUE,100016,,
home,H10002383,Home10002383,373,5,FALSE,41403,
apartment,A10002383,Apartment10002383,157,6,19,2,61858
terrain,T10002383,Terrain10002383,201,TRUE,41205,,
apartment,A10002384,Apartment10002384,160,2,12,1,106560
terrain,T10002384,Terrain10002384,237,TRUE,37446,,
apartment,A10002385,Apartment10002385,148,4,6,0,156436
home,H10002386,Home10002386,119,3,TRUE,42007,
apartment,A10002386,Apartment10002386,129,6,5,2,53922
terrain,T10002386,Terrain10002386,181,TRUE,29141,,
home,H10002387,Home10002387,275,2,TRUE,247500,
apartment,A10002387,Apartment10002387,145,3,5,0,61045
home,H10002388,Home10002388,172,6,FALSE,110252,
apartment,A10002388,Apartment10002388,165,4,7,4,33330
home,H10002389,Home10002389,143,3,TRUE,98670,
apartment,A10002389,Apartment10002389,214,6,8,0,49006
terrain,T10002389,Terrain10002389,247,FALSE,219583,,
home,H10002390,Home10002390,189,4,TRUE,163296,
apartment,A10002390,Apartment10002390,207,4,8,0,227079
home,H10002392,Home10002392,263,2,TRUE,93628,
apartment,A10002392,Apartment10002392,198,2,18,1,172458
terrain,T10002392,Terrain10002392,157,TRUE,30929,,
home,H10002393,Home10002393,256,2,TRUE,162048,
home,H10002394,Home10002394,176,1,TRUE,158400,
home,H10002395,Home10002395,243,3,TRUE,174231,
apartment,A10002395,Apartment10002395,218,5,11,3,132762
terrain,T10002395,Terrain10002395,119,TRUE,57834,,
home,H10002396,Home10002396,397,6,FALSE,407322,
apartment,A10002396,Apartment10002396,163,2,14,0,50204
terrain,T10002396,Terrain10002396,226,TRUE,141928,,
apartment,A10002397,Apartment10002397,114,1,15,3,52554
terrain,T10002397,Terrain10002397,104,TRUE,73528,,
home,H10002398,Home10002398,356,1,TRUE,363476,
terrain,T10002398,Terrain10002398,248,FALSE,185256,,
home,H10002399,Home10002399,306,3,FALSE,111384,
apartment,A10002399,Apartment10002399,120,3,19,1,45720
terrain,T10002399,Terrain10002399,204,FALSE,210528,,
home,H10002400,Home10002400,266,5,FALSE,286748,
apartment,A10002400,Apartment10002400,198,4,19,0,128502
terrain,T10002400,Terrain10002400,165,FALSE,116655,,
home,H10002401,Home10002401,398,2,TRUE,255118,
apartment,A10002401,Apartment10002401,104,6,17,3,62400
terrain,T10002401,Terrain10002401,129,TRUE,26832,,
home,H10002402,Home10002402,100,6,TRUE,48700,
apartment,A10002402,Apartment10002402,213,5,2,3,75828
terrain,T10002402,Terrain10002402,113,FALSE,102152,,
apartment,A10002403,Apartment10002403,115,6,7,4,32200
terrain,T10002403,Terrain10002403,233,FALSE,163333,,
home,H10002404,Home10002404,344,3,TRUE,186448,
apartment,A10002404,Apartment10002404,137,4,11,3,17262
terrain,T10002404,Terrain10002404,138,TRUE,118956,,
home,H10002405,Home10002405,385,2,FALSE,349580,
terrain,T10002405,Terrain10002405,112,FALSE,100128,,
home,H10002406,Home10002406,300,1,TRUE,124200,
apartment,A10002406,Apartment10002406,230,3,10,4,27140
terrain,T10002406,Terrain10002406,214,TRUE,82176,,
home,H10002407,Home10002407,226,4,FALSE,223740,
apartment,A10002407,Apartment10002407,151,3,4,3,41223
terrain,T10002407,Terrain10002407,105,FALSE,53340,,
home,H10002408,Home10002408,257,1,FALSE,188638,
apartment,A10002408,Apartment10002408,180,1,19,0,101340
terrain,T10002408,Terrain10002408,203,FALSE,181076,,
home,H10002409,Home10002409,183,5,TRUE,44835,
apartment,A10002409,Apartment10002409,199,3,18,3,184672
terrain,T10002409,Terrain10002409,105,FALSE,13230,,
home,H10002410,Home10002410,290,4,TRUE,296380,
terrain,T10002410,Terrain10002410,247,TRUE,251693,,
apartment,A10002411,Apartment10002411,152,3,14,4,165832
home,H10002412,Home10002412,287,4,FALSE,134029,
apartment,A10002412,Apartment10002412,150,2,4,0,44100
terrain,T10002412,Terrain10002412,232,FALSE,249400,,
home,H10002413,Home10002413,291,1,FALSE,82353,
terrain,T10002413,Terrain10002413,115,TRUE,18975,,
home,H10002414,Home10002414,314,5,FALSE,121518,
apartment,A10002414,Apartment10002414,246,6,2,2,151044
terrain,T10002414,Terrain10002414,214,FALSE,55212,,
home,H10002415,Home10002415,392,3,TRUE,52528,
apartment,A10002415,Apartment10002415,245,5,10,2,69090
home,H10002416,Home10002416,180,2,TRUE,175320,
apartment,A10002416,Apartment10002416,173,2,13,2,64875
terrain,T10002416,Terrain10002416,111,TRUE,31080,,
home,H10002417,Home10002417,115,2,FALSE,23000,
apartment,A10002417,Apartment10002417,168,5,9,4,132048
terrain,T10002417,Terrain10002417,186,FALSE,145266,,
home,H10002418,Home10002418,175,3,FALSE,110950,
apartment,A10002418,Apartment10002418,164,2,8,0,51496
terrain,T10002418,Terrain10002418,203,FALSE,125048,,
home,H10002419,Home10002419,118,2,TRUE,24544,
apartment,A10002419,Apartment10002419,206,5,18,4,145436
terrain,T10002419,Terrain10002419,174,TRUE,106836,,
home,H10002420,Home10002420,199,6,TRUE,72038,
terrain,T10002420,Terrain10002420,193,TRUE,57707,,
home,H10002421,Home10002421,224,3,FALSE,203616,
apartment,A10002421,Apartment10002421,164,1,20,0,123984
terrain,T10002421,Terrain10002421,228,TRUE,59280,,
home,H10002422,Home10002422,319,4,TRUE,162371,
apartment,A10002422,Apartment10002422,249,2,8,4,196710
terrain,T10002422,Terrain10002422,105,TRUE,21000,,
home,H10002423,Home10002423,254,6,FALSE,83566,
terrain,T10002423,Terrain10002423,129,TRUE,37281,,
home,H10002424,Home10002424,265,4,TRUE,275070,
apartment,A10002424,Apartment10002424,168,3,15,0,78120
terrain,T10002424,Terrain10002424,102,TRUE,97716,,
home,H10002425,Home10002425,114,2,TRUE,30210,
apartment,A10002425,Apartment10002425,211,2,20,0,105078
terrain,T10002425,Terrain10002425,225,FALSE,225675,,
terrain,T10002426,Terrain10002426,116,FALSE,29928,,
apartment,A10002427,Apartment10002427,230,4,5,4,248860
terrain,T10002427,Terrain10002427,235,FALSE,192465,,
home,H10002428,Home10002428,310,2,FALSE,39990,
apartment,A10002428,Apartment10002428,125,1,18,3,44375
terrain,T10002428,Terrain10002428,104,FALSE,35256,,
home,H10002429,Home10002429,361,1,FALSE,174724,
apartment,A10002429,Apartment10002429,170,5,7,4,73780
terrain,T10002429,Terrain10002429,109,TRUE,83712,,
home,H10002430,Home10002430,252,5,FALSE,195552,
apartment,A10002430,Apartment10002430,178,3,3,1,150944
terrain,T10002430,Terrain10002430,186,TRUE,112716,,
home,H10002431,Home10002431,215,5,TRUE,85140,
apartment,A10002431,Apartment10002431,118,4,14,0,103840
terrain,T10002431,Terrain10002431,230,TRUE,40020,,
terrain,T10002432,Terrain10002432,185,FALSE,130610,,
terrain,T10002433,Terrain10002433,199,TRUE,214522,,
home,H10002434,Home10002434,206,1,TRUE,206206,
apartment,A10002434,Apartment10002434,235,1,9,0,235705
home,H10002435,Home10002435,300,6,FALSE,115200,
apartment,A10002435,Apartment10002435,222,3,6,2,54390
home,H10002436,Home10002436,231,4,TRUE,100023,
apartment,A10002436,Apartment10002436,169,4,16,4,143312
terrain,T10002436,Terrain10002436,174,FALSE,82302,,
home,H10002437,Home10002437,102,1,FALSE,33150,
apartment,A10002437,Apartment10002437,230,2,11,4,208380
terrain,T10002437,Terrain10002437,207,TRUE,129168,,
home,H10002438,Home10002438,370,6,TRUE,94720,
apartment,A10002438,Apartment10002438,177,6,15,4,64074
home,H10002439,Home10002439,137,6,FALSE,62061,
apartment,A10002439,Apartment10002439,189,2,15,1,160272
terrain,T10002439,Terrain10002439,114,TRUE,57684,,
home,H10002440,Home10002440,292,5,TRUE,188632,
apartment,A10002440,Apartment10002440,229,1,3,2,93661
terrain,T10002440,Terrain10002440,145,FALSE,103820,,
home,H10002441,Home10002441,213,3,FALSE,182541,
apartment,A10002441,Apartment10002441,221,4,20,0,140556
terrain,T10002441,Terrain10002441,187,FALSE,80410,,
home,H10002442,Home10002442,311,4,FALSE,165452,
apartment,A10002443,Apartment10002443,219,6,6,1,237177
terrain,T10002443,Terrain10002443,206,FALSE,87138,,
apartment,A10002444,Apartment10002444,138,3,7,1,80454
home,H10002445,Home10002445,184,3,TRUE,32936,
terrain,T10002445,Terrain10002445,103,TRUE,25029,,
home,H10002446,Home10002446,394,1,FALSE,143416,
apartment,A10002446,Apartment10002446,234,3,7,3,213642
terrain,T10002446,Terrain10002446,141,TRUE,147204,,
home,H10002447,Home10002447,191,5,FALSE,199786,
apartment,A10002447,Apartment10002447,167,4,16,3,161990
terrain,T10002447,Terrain10002447,111,TRUE,38295,,
home,H10002448,Home10002448,350,2,FALSE,276850,
terrain,T10002448,Terrain10002448,232,FALSE,194648,,
home,H10002449,Home10002449,213,3,FALSE,159750,
apartment,A10002449,Apartment10002449,150,6,9,4,101550
home,H10002450,Home10002450,396,6,FALSE,335016,
apartment,A10002450,Apartment10002450,102,3,7,0,72420
terrain,T10002450,Terrain10002450,158,TRUE,69362,,
home,H10002451,Home10002451,171,4,TRUE,76779,
home,H10002452,Home10002452,116,1,TRUE,58464,
apartment,A10002452,Apartment10002452,186,2,10,2,133920
terrain,T10002452,Terrain10002452,146,TRUE,101178,,
apartment,A10002453,Apartment10002453,210,6,10,2,161070
terrain,T10002453,Terrain10002453,217,TRUE,112623,,
home,H10002454,Home10002454,101,2,FALSE,18685,
apartment,A10002454,Apartment10002454,134,4,9,2,122342
terrain,T10002454,Terrain10002454,145,FALSE,74385,,
apartment,A10002455,Apartment10002455,229,1,2,1,143583
terrain,T10002455,Terrain10002455,220,TRUE,145200,,
apartment,A10002456,Apartment10002456,164,1,10,3,120212
terrain,T10002456,Terrain10002456,192,FALSE,101952,,
home,H10002457,Home10002457,281,2,TRUE,131508,
terrain,T10002457,Terrain10002457,157,TRUE,126699,,
apartment,A10002458,Apartment10002458,100,4,9,2,46900
home,H10002459,Home10002459,105,3,TRUE,10920,
terrain,T10002459,Terrain10002459,209,FALSE,205238,,
home,H10002460,Home10002460,274,4,FALSE,177004,
apartment,A10002460,Apartment10002460,161,4,4,3,98854
terrain,T10002460,Terrain10002460,243,TRUE,110322,,
home,H10002461,Home10002461,321,4,FALSE,146055,
apartment,A10002461,Apartment10002461,247,4,19,3,43966
home,H10002462,Home10002462,113,6,FALSE,63393,
apartment,A10002462,Apartment10002462,129,1,14,4,16254
terrain,T10002462,Terrain10002462,211,TRUE,127233,,
home,H10002463,Home10002463,278,5,FALSE,156792,
apartment,A10002463,Apartment10002463,116,1,4,0,27260
terrain,T10002463,Terrain10002463,108,TRUE,114048,,
home,H10002464,Home10002464,162,3,FALSE,99630,
terrain,T10002464,Terrain10002464,169,FALSE,159367,,
home,H10002465,Home10002465,254,1,FALSE,30226,
apartment,A10002465,Apartment10002465,247,5,4,1,197600
terrain,T10002465,Terrain10002465,246,TRUE,206640,,
home,H10002466,Home10002466,122,5,FALSE,102480,
terrain,T10002466,Terrain10002466,135,TRUE,29430,,
home,H10002467,Home10002467,184,6,FALSE,44712,
apartment,A10002467,Apartment10002467,219,3,19,4,160746
terrain,T10002467,Terrain10002467,204,FALSE,127092,,
home,H10002468,Home10002468,122,6,TRUE,119072,
apartment,A10002468,Apartment10002468,189,4,3,2,184275
terrain,T10002468,Terrain10002468,247,FALSE,185497,,
home,H10002469,Home10002469,371,2,FALSE,101283,
terrain,T10002469,Terrain10002469,207,FALSE,192924,,
home,H10002470,Home10002470,251,3,TRUE,209334,
apartment,A10002470,Apartment10002470,198,5,17,1,123552
terrain,T10002470,Terrain10002470,216,FALSE,44064,,
home,H10002471,Home10002471,212,5,FALSE,170448,
apartment,A10002471,Apartment10002471,184,6,13,4,110216
home,H10002472,Home10002472,339,2,FALSE,287472,
terrain,T10002472,Terrain10002472,136,FALSE,111928,,
home,H10002473,Home10002473,289,1,TRUE,283509,
apartment,A10002473,Apartment10002473,201,4,4,0,44019
terrain,T10002473,Terrain10002473,235,TRUE,202805,,
home,H10002474,Home10002474,241,6,TRUE,250399,
apartment,A10002474,Apartment10002474,234,4,13,0,227214
terrain,T10002474,Terrain10002474,171,TRUE,114399,,
home,H10002475,Home10002475,102,1,TRUE,59058,
terrain,T10002475,Terrain10002475,110,TRUE,40810,,
home,H10002476,Home10002476,353,3,TRUE,319112,
apartment,A10002476,Apartment10002476,204,5,3,2,154428
terrain,T10002476,Terrain10002476,233,FALSE,146790,,
home,H10002477,Home10002477,243,3,FALSE,131706,
apartment,A10002477,Apartment10002477,164,5,19,1,116768
terrain,T10002477,Terrain10002477,148,TRUE,34040,,
home,H10002478,Home10002478,360,5,TRUE,167040,
apartment,A10002478,Apartment10002478,168,6,8,1,30408
home,H10002479,Home10002479,262,1,FALSE,31440,
apartment,A10002479,Apartment10002479,221,5,16,1,166413
terrain,T10002479,Terrain10002479,193,FALSE,42074,,
terrain,T10002480,Terrain10002480,104,TRUE,19344,,
home,H10002481,Home10002481,368,2,TRUE,160080,
apartment,A10002482,Apartment10002482,172,6,15,4,70348
